1.09179 0.663902 1.08862 1.01289 1.02919 1.13949
1.08054 0.656318 1.08262 1.0108 1.027 1.12772
1.09265 0.684153 1.08466 1.01082 1.02674 1.12219
1.06013 0.671153 1.07375 1.0032 1.02648 1.12335
1.0812 0.668803 1.0824 1.00942 1.02735 1.12817
