1.072 0.63  1.063 1.121 1.245
1.084 0.652 1.021 1.152 1.164
1.018 0.979 1.149 1.142 1.094
1.027 0.341 0.869 1.086 1.171
1.064 1.049 1.043 1.065 1.438
1.055 1.04  1.079 1.087 1.091
1.032 1.039 1.07  1.074 1.062
1.05  0.766 1.039 1.103 1.175
