1.021	0.725	1.081	1.093	1.085
1.084	0.62	0.99	1.136	1.202
1.007	1.07	1.055	1.181	1.092
1.018	0.989	0.954	1.025	1.051
1.102	1.092	1.093	1.101	1.522
1.009	0.98	1.016	1.023	1.153
1.003	1.031	1.031	1.091	1.083
1.034	0.912	1.03	1.092	1.161
