1.065 0.659 1.057 1.14  1.241
1.079 0.653 1.021 1.127 1.152
1.004 0.962 1.115 1.125 1.082
1.044 0.934 0.852 1.1 1.233
1.054 1.005 1.034 1.042 1.735
1.058 1.086 1.075 1.09  1.132
1.017 1.034 1.031 1.041 1.05
1.046 0.888 1.023 1.094 1.216
