1.056 0.934 1.093
1.07  1.135 1.136
1.174 1.12  1.181
1.027 1.028 1.025
1.107 1.101 1.099
1.039 1.037 1.023
1.092 1.091 1.091
1.07975339  1.06167625  1.09132199
