1.11  1.115 1.123
1.108 1.122 1.127
1.096 1.134 1.125
1.076 1.044 1.1
1.046 1.045 1.042
1.094 1.096 1.09
1.044 1.042 1.041
1.081695468 1.084774346 1.092012701
